,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom,summarized_text,keywords
61,Liam Doyle,2022-10-13,Every country that abstained in key vote on Russian annexation,"An attempt by Russia to hold a secret ballot in the UN this week has backfired. The nation hoped to have the other 192 member states decide behind the scenes whether to condemn Putin's recent annexations of Ukrainian territory. But the council held the vote in public instead, and a majority of nations voted to demand Russia return the occupied regions to Ukraine.Wednesday, October 12's General Assembly session saw delegates address two key votes.The first, proposed by Albania, sought to decline Russia's move to hold a secret rather than public ballot.",Every country abstained key vote Russian annexation,"An attempt Russia hold secret ballot UN week backfired . The nation hoped 192 member states decide behind scenes whether condemn Putin 's recent annexations Ukrainian territory . But council held vote public instead , majority nations voted demand Russia return occupied regions Ukraine.Wednesday , October 12 's General Assembly session saw delegates address two key votes.The first , proposed Albania , sought decline Russia 's move hold secret rather public ballot .",English,https://www.express.co.uk/news/world/1682546/Russia-UN-vote-countries-abstain,,Unknown,Unknown,False,newsCatcher," Russia hoped to have the other 192 member states decide behind the scenes whether to condemn Putin's recent annexations of Ukrainian territory . But the council held the vote in public instead, and a majority of nations voted to demand Russia return the occupied regions to Ukraine . Russia's attempt to hold a secret ballot in the UN this week has backfired .","('ballot', 0.443)"
62,HT Auto Desk,2022-10-12,Nissan sells Russia biz for 1 Euro!,NIssan will hand over its Russia business to state-owned NAMI The Japanese car maker had to halt production in Russia after the Ukraine invasion The Russia-Ukraine war created massive supply-chain issues for Nissan Work at its St. Petersberg plant was suspended in March Nissan had been making SUVs at the St. Petersberg facility since 2009 The exit from Russia means Nissan is now taking a loss of around $687 million Read more about Nissan's exit from Russia on HTAuto.com,Nissan sells Russia biz 1 Euro !,NIssan hand Russia business state-owned NAMI The Japanese car maker halt production Russia Ukraine invasion The Russia-Ukraine war created massive supply-chain issues Nissan Work St. Petersberg plant suspended March Nissan making SUVs St. Petersberg facility since 2009 The exit Russia means Nissan taking loss around $ 687 million Read Nissan 's exit Russia HTAuto.com,English,https://amp.dev/documentation/examples/visual-effects/amp_story_animations/index.html,,Unknown,Unknown,False,newsCatcher, Japanese car maker had to halt production in Russia after the Ukraine invasion . Nissan had been making SUVs at the St. Petersberg facility since 2009 . The exit from Russia means Nissan is now taking a loss of around $687 million . Nissan will hand over its Russia business to state-owned NAMI .,"('nissan', 0.4842)"
63,Reuters,2022-10-18,UPDATE 1-Hyundai Motor is considering selling its Russia plant,"(Adds background, analyst quotes)

SEOUL, Oct 18 (Reuters) - South Korea's Hyundai Motor is considering options for its suspended Russia operations that could include selling its manufacturing plant there, South Korean media reported on Tuesday.

Many factories in Russia have suspended production and furloughed workers due to shortages of high-tech equipment because of sanctions and an exodus of Western manufacturers since Moscow sent armed forces into Ukraine on Feb. 24.

Hyundai Motor recently submitted to management a report analysing its future prospects in Russia due to the difficult operating environment, Dong-a Ilbo newspaper said, citing an unidentified auto industry source.",UPDATE 1-Hyundai Motor considering selling Russia plant,"( Adds background , analyst quotes ) SEOUL , Oct 18 ( Reuters ) - South Korea 's Hyundai Motor considering options suspended Russia operations could include selling manufacturing plant , South Korean media reported Tuesday . Many factories Russia suspended production furloughed workers due shortages high-tech equipment sanctions exodus Western manufacturers since Moscow sent armed forces Ukraine Feb. 24 . Hyundai Motor recently submitted management report analysing future prospects Russia due difficult operating environment , Dong-a Ilbo newspaper said , citing unidentified auto industry source .",English,https://ca.sports.yahoo.com/news/1-hyundai-motor-considering-selling-021730676.html?src=rss,,Unknown,Unknown,False,newsCatcher," Many factories in Russia have suspended production and furloughed workers due to shortages of high-tech equipment . South Korea's Hyundai Motor recently submitted to management a report analysing its future prospects in Russia due to the difficult operating environment, Dong-a Ilbo newspaper said .","('hyundai', 0.449)"
64,Olga Borodkina,2022-10-13,Russian-African Energy Sector Cooperation Continues Despite Western Sanctions,"https://sputniknews.com/20221013/russian-african-energy-sector-cooperation-continues-despite-western-sanctions-1101793135.htmlRussian-African Energy Sector Cooperation Continues Despite Western SanctionsRussian-African Energy Sector Cooperation Continues Despite Western SanctionsFrom October 12 to 14, Moscow hosts Russian Energy Week, which brings together authorities, businessmen and experts from all over the world to discuss key... 13.10.2022, Sputnik International2022-10-13T10:11+00002022-10-13T10:11+00002022-10-13T10:11+0000africaafricarussiarussian energy weekcooperationsudanalgeriaoilmineral resources/html/head/meta[@name='og:title']/@content/html/head/meta[@name='og:description']/@contenthttps://cdnn1.",Russian-African Energy Sector Cooperation Continues Despite Western Sanctions,"https : //sputniknews.com/20221013/russian-african-energy-sector-cooperation-continues-despite-western-sanctions-1101793135.htmlRussian-African Energy Sector Cooperation Continues Despite Western SanctionsRussian-African Energy Sector Cooperation Continues Despite Western SanctionsFrom October 12 14 , Moscow hosts Russian Energy Week , brings together authorities , businessmen experts world discuss key ... 13.10.2022 , Sputnik International2022-10-13T10:11+00002022-10-13T10:11+00002022-10-13T10:11+0000africaafricarussiarussian energy weekcooperationsudanalgeriaoilmineral resources/html/head/meta [ @ name='og : title ' ] / @ content/html/head/meta [ @ name='og : description ' ] / @ contenthttps : //cdnn1 .",English,https://sputniknews.com/20221013/russian-african-energy-sector-cooperation-continues-despite-western-sanctions-1101793135.html,,Unknown,Unknown,False,newsCatcher," Moscow hosts Russian Energy Week, which brings together authorities, businessmen and experts from all over the world to discuss key energy sector issues . Russia-Africa energy sector cooperation continues to thrive despite Western Sanctions . Russia and African nations have been hit hard by Western sanctions in recent months .","('sanctions', 0.513)"
65,Reuters,2022-10-18,Hyundai Motor is considering selling its Russia plant,"By Reuters Published: 22:19 EDT, 17 October 2022 | Updated: 22:19 EDT, 17 October 2022 SEOUL, Oct 18 (Reuters) - South Korea's Hyundai Motor is considering options for its suspended Russia operations that could include selling its manufacturing plant there, South Korean media reported on Tuesday. Many factories in Russia have suspended production and furloughed workers due to shortages of high-tech equipment because of sanctions and an exodus of Western manufacturers since Moscow sent armed forces into Ukraine on Feb.",Hyundai Motor considering selling Russia plant,"By Reuters Published : 22:19 EDT , 17 October 2022 | Updated : 22:19 EDT , 17 October 2022 SEOUL , Oct 18 ( Reuters ) - South Korea 's Hyundai Motor considering options suspended Russia operations could include selling manufacturing plant , South Korean media reported Tuesday . Many factories Russia suspended production furloughed workers due shortages high-tech equipment sanctions exodus Western manufacturers since Moscow sent armed forces Ukraine Feb .",English,https://www.dailymail.co.uk/wires/reuters/article-11326241/Hyundai-Motor-considering-selling-Russia-plant--media-report.html,,Unknown,Unknown,False,newsCatcher, South Korea's Hyundai Motor is considering options for its suspended Russia operations . Many factories in Russia have suspended production and furloughed workers due to shortages of high-tech equipment . South Korean media: Hyundai Motor could sell its manufacturing plant there . Russia has seen an exodus of Western manufacturers since Moscow sent armed forces into Ukraine on Feb. 18 .,"('hyundai', 0.4253)"
66,Sputnik International,2022-10-12,"Iran, Russia and China to Hold Joint Naval Exercises in Indian Ocean Soon, Commander Says","https://sputniknews.com/20221012/iran-russia-and-china-to-hold-joint-naval-exercises-in-indian-ocean-soon-commander-says-1101767123.htmlIran, Russia and China to Hold Joint Naval Exercises in Indian Ocean Soon, Commander SaysIran, Russia and China to Hold Joint Naval Exercises in Indian Ocean Soon, Commander SaysMOSCOW (Sputnik) - The commander of the Iranian navy, Shahram Irani, said on Wednesday that joint naval exercises with the participation of China and Russia... 12.10.2022, Sputnik International2022-10-12T13:47+00002022-10-12T13:47+00002022-10-12T13:47+0000militaryrussiairanchinanaval drills/html/head/meta[@name='og:title']/@content/html/head/meta[@name='og:description']/@contenthttps://cdnn1.","Iran , Russia China Hold Joint Naval Exercises Indian Ocean Soon , Commander Says","https : //sputniknews.com/20221012/iran-russia-and-china-to-hold-joint-naval-exercises-in-indian-ocean-soon-commander-says-1101767123.htmlIran , Russia China Hold Joint Naval Exercises Indian Ocean Soon , Commander SaysIran , Russia China Hold Joint Naval Exercises Indian Ocean Soon , Commander SaysMOSCOW ( Sputnik ) - The commander Iranian navy , Shahram Irani , said Wednesday joint naval exercises participation China Russia ... 12.10.2022 , Sputnik International2022-10-12T13:47+00002022-10-12T13:47+00002022-10-12T13:47+0000militaryrussiairanchinanaval drills/html/head/meta [ @ name='og : title ' ] / @ content/html/head/meta [ @ name='og : description ' ] / @ contenthttps : //cdnn1 .",English,https://sputniknews.com/20221012/iran-russia-and-china-to-hold-joint-naval-exercises-in-indian-ocean-soon-commander-says-1101767123.html,,Unknown,Unknown,False,newsCatcher," Iran, Russia and China to Hold Joint Naval Exercises in Indian Ocean Soon, Commander says . Commander of Iranian navy Shahram Irani said on Wednesday that joint naval exercises with the participation of China and Russia... 12.10.2022, Sputnik International .","('naval', 0.4785)"
70,Matt Lee,2022-10-13,EXPLAINER: What's the state of Russia's missile arsenal?,"This is a carousel. Use Next and Previous buttons to navigate 1of19FILE - Russian's Air Force Mikoyan MiG-31K jets carrying Kh-47M2 Kinzhal nuclear-capable air-launched ballistic missiles fly over Red Square during a rehearsal for the Victory Day military parade in Moscow, Russia, on May 7, 2021. As Russia bombarded Ukraine this week, military observers were left wondering about how many and what types of missiles Russia still has in its arsenal. In other words, how long can the Kremlin keep up the barrage?APShow MoreShow Less 2of19FILE Russian the S-300 air defense missile systems drive during the Victory Day military parade marking 71 years after the victory in WWII in Red Square in Moscow, Russia, Monday, May 9, 2016.",EXPLAINER : What 's state Russia 's missile arsenal ?,"This carousel . Use Next Previous buttons navigate 1of19FILE - Russian 's Air Force Mikoyan MiG-31K jets carrying Kh-47M2 Kinzhal nuclear-capable air-launched ballistic missiles fly Red Square rehearsal Victory Day military parade Moscow , Russia , May 7 , 2021 . As Russia bombarded Ukraine week , military observers left wondering many types missiles Russia still arsenal . In words , long Kremlin keep barrage ? APShow MoreShow Less 2of19FILE Russian S-300 air defense missile systems drive Victory Day military parade marking 71 years victory WWII Red Square Moscow , Russia , Monday , May 9 , 2016 .",English,https://www.expressnews.com/news/article/EXPLAINER-What-s-the-state-of-Russia-s-missile-17507047.php,,Unknown,Unknown,False,newsCatcher," As Russia bombarded Ukraine this week, military observers were left wondering about how many and what types of missiles Russia still has in its arsenal . In other words, how long can the Kremlin keep up the barrage? APShow More than 1,000 missiles are thought to be in Russia's arsenal .","('missiles', 0.4911)"
71,Russia Today,2022-10-17,Musk claims Russia would use nukes to defend Crimea,"SpaceX and Tesla CEO Elon Musk argued on Monday that Russia views Crimea as an integral part of its territory, and that Ukrainian or Western attempts to seize the peninsula could end in nuclear war. While Musk has previously backtracked on pulling his technological support for Ukraine, he has courted controversy for insisting that Crimea is Russia.'If Russia is faced with the choice of losing Crimea or using battlefield nukes, they will choose the latter,' Musk wrote on Twitter. 'We've already sanctioned/cutoff Russia in every possible way, so what more do they have left to lose?' he asked, in response to a commenter asking him whether he reckoned the Ukraine conflict could devolve into a nuclear war.",Musk claims Russia would use nukes defend Crimea,"SpaceX Tesla CEO Elon Musk argued Monday Russia views Crimea integral part territory , Ukrainian Western attempts seize peninsula could end nuclear war . While Musk previously backtracked pulling technological support Ukraine , courted controversy insisting Crimea Russia . 'If Russia faced choice losing Crimea using battlefield nukes , choose latter , ' Musk wrote Twitter . 'We 've already sanctioned/cutoff Russia every possible way , left lose ? ' asked , response commenter asking whether reckoned Ukraine conflict could devolve nuclear war .",English,https://www.rt.com/russia/564854-elon-musk-russia-crimea/,,Unknown,Unknown,False,newsCatcher," SpaceX and Tesla CEO Elon Musk argued on Monday that Russia views Crimea as an integral part of its territory, and that Ukrainian or Western attempts to seize the peninsula could end in nuclear war . 'If Russia is faced with the choice of losing Crimea or using battlefield nukes, they will choose the latter,' Musk wrote on Twitter .","('crimea', 0.523)"
72,BBC News Yorùbá,2022-10-18,"Russia Plane Crash: Ọkọ̀ òfurufú ọmọ ogun Russia já lulẹ̀, èèyàn 13 kú","Oríṣun àwòrán, TWITTERKò dín ní ènìyàn mẹ́tàlá tó ti pàdánù ẹ̀mí wọn ní orílẹ̀ èdè Russia, bí ọkọ̀ òfurufú ọmọ ogun kan ṣe já lulẹ̀ lé ilé ìgbé kan lórí.Àwọn aláṣẹ Russia ní agbègbè Yeysk ní gúúsù Ruusia ni ìṣẹ̀lẹ̀ náà ti wáyé. Ní ọjọ́ ìrọ̀lẹ́ ọjọ́ Ajé, ọjọ́ kẹtàdínlógún oṣù Kẹwàá ni ọkọ òfurufú náà já lulẹ̀.Àwọn awakọ̀ òfurufú méjì tó wà nínú ọkọ̀ òfurufú Su-34 ọ̀hún ni ìròyìn ní wọ́n mórí bọ́, kí ọkọ̀ náà tó já lé ilé náà lórí. Bí ọkọ òfurufú náà ṣe já lé ilé náà lórí ni iná ńlá sọ nínú ilé ọ̀hún, tó sì ṣokùnfà ikú ènìyàn mẹ́tàlá ó kéré tán.","Russia Plane Crash : Ọkọ̀ òfurufú ọmọ ogun Russia já lulẹ̀ , èèyàn 13 kú","Oríṣun àwòrán , TWITTERKò dín ní ènìyàn mẹ́tàlá tó ti pàdánù ẹ̀mí wọn ní orílẹ̀ èdè Russia , bí ọkọ̀ òfurufú ọmọ ogun kan ṣe já lulẹ̀ lé ilé ìgbé kan lórí.Àwọn aláṣẹ Russia ní agbègbè Yeysk ní gúúsù Ruusia ni ìṣẹ̀lẹ̀ náà ti wáyé . Ní ọjọ́ ìrọ̀lẹ́ ọjọ́ Ajé , ọjọ́ kẹtàdínlógún oṣù Kẹwàá ni ọkọ òfurufú náà já lulẹ̀.Àwọn awakọ̀ òfurufú méjì tó wà nínú ọkọ̀ òfurufú Su-34 ọ̀hún ni ìròyìn ní wọ́n mórí bọ́ , kí ọkọ̀ náà tó já lé ilé náà lórí . Bí ọkọ òfurufú náà ṣe já lé ilé náà lórí ni iná ńlá sọ nínú ilé ọ̀hún , tó sì ṣokùnfà ikú ènìyàn mẹ́tàlá ó kéré tán .",English,https://www.bbc.com/yoruba/articles/c3g758e39jno,,Unknown,Unknown,False,newsCatcher," Oríṣun àwòrán, TWITTERKò dín ní ènìyàn mẹ́tàlá tó ti pàdánù . Russia ní agbègbè Yeysk ní gúúsù Ruusia ni ìrọ̀lẹ̀ lé ilé ìgbé kan lórí .","('tàlá', 0.3501)"
73,Alisha Rahaman Sarkar,2022-10-18,US claims Iran-made ‘kamikaze' drones used by Russia to bomb Ukraine breach international law,"The US and its western allies have claimed that Iran supplying drones to Russia for its war in Ukraine is a breach of UN Security Council (UNSC) sanctions.

Kyiv has accused Russia of attacking Ukraine using Iranian-made Shahed-136 drones in recent weeks. The drone strikes continued on Monday in a renewed attack that left at least four people dead.

Ukrainian president Volodymyr Zelensky said his troops intercepted and shot down 37 Iranian drones and several cruise missiles in just 12 hours during Monday's early morning attack on central Kyiv.",US claims Iran-made ‘ kamikaze ' drones used Russia bomb Ukraine breach international law,The US western allies claimed Iran supplying drones Russia war Ukraine breach UN Security Council ( UNSC ) sanctions . Kyiv accused Russia attacking Ukraine using Iranian-made Shahed-136 drones recent weeks . The drone strikes continued Monday renewed attack left least four people dead . Ukrainian president Volodymyr Zelensky said troops intercepted shot 37 Iranian drones several cruise missiles 12 hours Monday 's early morning attack central Kyiv .,English,https://news.yahoo.com/us-claims-iran-made-kamikaze-060245349.html,,Unknown,Unknown,False,newsCatcher, Ukraine has accused Russia of attacking Ukraine using Iranian-made Shahed-136 drones in recent weeks . The US and its western allies have claimed that Iran supplying drones to Russia is a breach of UN Security Council (UNSC) sanctions . The drone strikes continued on Monday in a renewed attack that left at least four people dead .,"('drones', 0.3816)"
74,Sinéad Baker,2022-10-13,Some of Russia's closest allies abstained at the UN rather than support its claim to have annexed parts of Ukraine,"Russian President Vladimir Putin attends a cabinet meeting via videoconference in Moscow, Russia, Wednesday, Aug. 31, 2022. Gavriil Grigorov/Sputnik/Kremlin Pool Photo via AP

UN members voted overwhelmingly on Wednesday to condemn Russia's annexation of Ukrainian regions.

Only 4 countries explicitly supported Russia. Allies in its CSTO military bloc mostly abstained.

Russia's invasion has left it increasingly isolated, even among traditionally friendly nations.

Some of Russia's allies abstained from a UN vote to condemn Russia over its annexation of Ukraine, leaving just four countries voting to support Russia as it becomes increasingly isolated over its invasion.",Some Russia 's closest allies abstained UN rather support claim annexed parts Ukraine,"Russian President Vladimir Putin attends cabinet meeting via videoconference Moscow , Russia , Wednesday , Aug. 31 , 2022 . Gavriil Grigorov/Sputnik/Kremlin Pool Photo via AP UN members voted overwhelmingly Wednesday condemn Russia 's annexation Ukrainian regions . Only 4 countries explicitly supported Russia . Allies CSTO military bloc mostly abstained . Russia 's invasion left increasingly isolated , even among traditionally friendly nations . Some Russia 's allies abstained UN vote condemn Russia annexation Ukraine , leaving four countries voting support Russia becomes increasingly isolated invasion .",English,https://news.yahoo.com/russias-closest-allies-abstained-un-084604502.html,,Unknown,Unknown,False,newsCatcher," UN members voted overwhelmingly on Wednesday to condemn Russia's annexation of Ukrainian regions . Allies in its CSTO military bloc mostly abstained, leaving just four countries voting to support Russia . Russia's invasion has left it increasingly isolated, even among traditionally friendly nations . Only 4 countries explicitly supported Russia .","('putin', 0.484)"
75,Alisha Rahaman Sarkar,2022-10-18,US claims Iran-made drones used by Russia to bomb Ukraine breach international law,The US and its western allies have claimed that Iran supplying drones to Russia for its war in Ukraine is a breach of UN Security Council (UNSC) sanctions.Kyiv has accused Russia of attacking Ukraine using Iranian-made Shahed-136 drones in recent weeks. The drone strikes continued on Monday in a renewed attack that left at least four people dead.Ukrainian president Volodymyr Zelensky said his troops intercepted and shot down 37 Iranian drones and several cruise missiles in just 12 hours during Monday's early morning attack on central Kyiv.,US claims Iran-made drones used Russia bomb Ukraine breach international law,The US western allies claimed Iran supplying drones Russia war Ukraine breach UN Security Council ( UNSC ) sanctions.Kyiv accused Russia attacking Ukraine using Iranian-made Shahed-136 drones recent weeks . The drone strikes continued Monday renewed attack left least four people dead.Ukrainian president Volodymyr Zelensky said troops intercepted shot 37 Iranian drones several cruise missiles 12 hours Monday 's early morning attack central Kyiv .,English,https://www.independent.co.uk/news/world/americas/us-kamikaze-drone-ukraine-russia-b2204841.html,,Unknown,Unknown,False,newsCatcher, Ukraine has accused Russia of attacking Ukraine using Iranian-made Shahed-136 drones in recent weeks . The US and its western allies have claimed that Iran supplying drones to Russia for its war in Ukraine is a breach of UN Security Council sanctions . The drone strikes continued on Monday in a renewed attack that left at least four people dead .,"('drones', 0.3816)"
76,Matt Lee,2022-10-13,EXPLAINER: What's the state of Russia's missile arsenal?,"This is a carousel. Use Next and Previous buttons to navigate 1of29FILE - Russian's Air Force Mikoyan MiG-31K jets carrying Kh-47M2 Kinzhal nuclear-capable air-launched ballistic missiles fly over Red Square during a rehearsal for the Victory Day military parade in Moscow, Russia, on May 7, 2021. As Russia bombarded Ukraine this week, military observers were left wondering about how many and what types of missiles Russia still has in its arsenal. In other words, how long can the Kremlin keep up the barrage?APShow MoreShow Less 2of29FILE Russian the S-300 air defense missile systems drive during the Victory Day military parade marking 71 years after the victory in WWII in Red Square in Moscow, Russia, Monday, May 9, 2016.",EXPLAINER : What 's state Russia 's missile arsenal ?,"This carousel . Use Next Previous buttons navigate 1of29FILE - Russian 's Air Force Mikoyan MiG-31K jets carrying Kh-47M2 Kinzhal nuclear-capable air-launched ballistic missiles fly Red Square rehearsal Victory Day military parade Moscow , Russia , May 7 , 2021 . As Russia bombarded Ukraine week , military observers left wondering many types missiles Russia still arsenal . In words , long Kremlin keep barrage ? APShow MoreShow Less 2of29FILE Russian S-300 air defense missile systems drive Victory Day military parade marking 71 years victory WWII Red Square Moscow , Russia , Monday , May 9 , 2016 .",English,https://www.nhregister.com/news/article/EXPLAINER-What-s-the-state-of-Russia-s-missile-17507047.php,,Unknown,Unknown,False,newsCatcher," As Russia bombarded Ukraine this week, military observers were left wondering about how many and what types of missiles Russia still has in its arsenal . In other words, how long can the Kremlin keep up the barrage? APShow More . Use this carousel to help you with reading comprehension and vocabulary .","('missiles', 0.4914)"
77,Digital Desk,2022-10-18,Elon Musk claims WWIII is imminent if Russia and US resort to nuclear warfare,"Tesla CEO Elon Musk has said that ""civilization will be over"" if Russia faces the destruction of their army in Ukraine. The Tesla CEO was responding to an article written by David Sacks on the Russia-Ukraine war, for the magazine Newsweek. ""Exceptionally well said,"" typed Musk, in response to the article. Musk has been quite vocal about the escalation in the Russia Ukraine war. When a Twitter user asked Elon Musk if he thinks there is still a chance of nuclear war or a third world war, Musk responded with, ""If Russia is faced with the choice of losing Crimea or using battlefield nukes, they will choose the latter.",Elon Musk claims WWIII imminent Russia US resort nuclear warfare,"Tesla CEO Elon Musk said `` civilization '' Russia faces destruction army Ukraine . The Tesla CEO responding article written David Sacks Russia-Ukraine war , magazine Newsweek . `` Exceptionally well said , '' typed Musk , response article . Musk quite vocal escalation Russia Ukraine war . When Twitter user asked Elon Musk thinks still chance nuclear war third world war , Musk responded , `` If Russia faced choice losing Crimea using battlefield nukes , choose latter .",English,https://www.republicworld.com/world-news/russia-ukraine-crisis/elon-musk-claims-wwiii-is-imminent-if-russia-and-us-resort-to-nuclear-warfare-articleshow.html,,Unknown,Unknown,False,newsCatcher," Tesla CEO Elon Musk says ""civilization will be over"" if Russia loses Crimea . Musk was responding to an article written by David Sacks on the Russia-Ukraine war . ""Exceptionally well said,"" typed Musk in response to the Newsweek article . Musk has been quite vocal about the escalation in the Russia Ukraine war .","('musk', 0.5143)"
78,Sputnik International,2022-10-12,"Russia, African Partners to Prepare New Cooperation Schemes for 2nd Summit, Russian Diplomat Says","https://sputniknews.com/20221012/russia-african-partners-to-prepare-new-cooperation-schemes-for-2nd-summit-russian-diplomat-says-1101779147.htmlRussia, African Partners to Prepare New Cooperation Schemes for 2nd Summit, Russian Diplomat SaysRussia, African Partners to Prepare New Cooperation Schemes for 2nd Summit, Russian Diplomat SaysMOSCOW (Sputnik) - Russia and its African partners are planning to prepare new cooperation schemes ahead of the second Russia–Africa Summit as well as to... 12.10.","Russia , African Partners Prepare New Cooperation Schemes 2nd Summit , Russian Diplomat Says","https : //sputniknews.com/20221012/russia-african-partners-to-prepare-new-cooperation-schemes-for-2nd-summit-russian-diplomat-says-1101779147.htmlRussia , African Partners Prepare New Cooperation Schemes 2nd Summit , Russian Diplomat SaysRussia , African Partners Prepare New Cooperation Schemes 2nd Summit , Russian Diplomat SaysMOSCOW ( Sputnik ) - Russia African partners planning prepare new cooperation schemes ahead second Russia–Africa Summit well ... 12.10 .",English,https://sputniknews.com/20221012/russia-african-partners-to-prepare-new-cooperation-schemes-for-2nd-summit-russian-diplomat-says-1101779147.html,,Unknown,Unknown,False,newsCatcher," Russia, African Partners to Prepare New Cooperation Schemes for 2nd Summit, Russian Diplomat says . Russia and its African partners are planning to prepare new cooperation schemes ahead of the second Russia–Africa Summit as well as to ... to... 12.10.10 .","('diplomat', 0.3981)"
79,CNN,2022-10-18,Russia's war in Ukraine: Live updates,"Russia struck more infrastructure targets in Ukraine on Tuesday and at 
least three cities, including Kyiv, were experiencing power...",Russia 's war Ukraine : Live updates,"Russia struck infrastructure targets Ukraine Tuesday least three cities , including Kyiv , experiencing power ...",English,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-10-18-22/index.html,https://serpapi.com/searches/634f4ecdada54b8d92a5aa49/images/5d0e81d17d60cd12e3081a237adcaac00f969c99282edc87daf5b7309cff865e.jpeg,Unknown,Unknown,True,GoogleNews," Russia struck more infrastructure targets in Ukraine on Tuesday and at least three cities, including Kyiv, were experiencing power shortages . At least three cities in Ukraine experienced power shortages in some of the country's biggest cities, Kyiv . Russia strikes more infrastructure targetings in Ukraine, including infrastructure targets .","('kyiv', 0.4576)"
80,The Guardian,2022-10-18,Russian commander of Kherson acknowledges forces under pressure – as it happened,"Sergei Surovikin says Ukraine forces 'continually' trying to take positions 
of Russian troops, particularly in Kupiansk, Lyman and Mykolaiv.",Russian commander Kherson acknowledges forces pressure – happened,"Sergei Surovikin says Ukraine forces 'continually ' trying take positions Russian troops , particularly Kupiansk , Lyman Mykolaiv .",English,https://www.theguardian.com/world/live/2022/oct/18/russia-ukraine-war-live-russian-plane-crash-death-toll-rises-to-13-zelenskiy-urges-troops-to-take-more-prisoners,https://serpapi.com/searches/634f4ecdada54b8d92a5aa49/images/5d0e81d17d60cd125188ddf9c086fc465cd2f41189b08627c67413540696cc21.jpeg,Unknown,Unknown,True,GoogleNews," Sergei Surovikin says Ukraine forces 'continually' trying to take positions of Russian troops . He says they are 'continuing' to try and take positions in Kupiansk, Lyman and Mykolaiv . Russia says Ukrainian forces are trying to seize positions of Russia troops in Ukraine .","('ukraine', 0.471)"
81,The Hill,2022-10-18,"US lagging China, Russia on hypersonic weapons: Lamborn","Rep. Doug Lamborn (R-Colo.) on Tuesday raised concerns that the United 
States is falling behind adversaries China and Russia in...","US lagging China , Russia hypersonic weapons : Lamborn",Rep. Doug Lamborn ( R-Colo. ) Tuesday raised concerns United States falling behind adversaries China Russia ...,English,https://thehill.com/policy/defense/3694954-us-lagging-china-russia-on-hypersonic-weapons-lamborn/,https://serpapi.com/searches/634f4ecdada54b8d92a5aa49/images/5d0e81d17d60cd12ff66f6aa0e35d23503f38f79d4e3149bf82a93421e2c1211.jpeg,Unknown,Unknown,True,GoogleNews," Rep. Doug Lamborn (R-Colo.) raised concerns that the U.S. is falling behind adversaries China and Russia in economic development . Rep. Lamborn says the United States needs to catch up with China, Russia in the world's economic growth . Lamborn: The United States is falling further behind Russia and China in economic terms .","('china', 0.4294)"
82,CNN,2022-10-18,Ukraine: Russia carried out 190+ strikes in 12 days - Erin Burnett OutFront - Podcast on CNN Audio,"Putin's top commander speaks out, signaling what may be a drawdown from a 
major city. Is Ukraine on the verge of another major win?",Ukraine : Russia carried 190+ strikes 12 days - Erin Burnett OutFront - Podcast CNN Audio,"Putin 's top commander speaks , signaling may drawdown major city . Is Ukraine verge another major win ?",English,https://www.cnn.com/audio/podcasts/erin-burnett-outfront/episodes/85b7a4de-db7d-468f-85cd-af3300093e32,https://serpapi.com/searches/634f4ecdada54b8d92a5aa49/images/5d0e81d17d60cd12c44355baf716838e28d1383624bfab811dafd422716d0163.jpeg,Unknown,Unknown,True,GoogleNews," Putin's top commander speaks out, signaling what may be a drawdown from a major city . Is Ukraine on the verge of another major win? Is Ukraine now on the brink of a major victory? Putin's  top commander says Russia is ready to respond to the situation in Ukraine .","('ukraine', 0.4846)"
83,Yahoo Finance,2022-10-18,How Russia is disrupting the US election (again),"Russia's war in Ukraine is a key driver of inflation that is turning voters 
against Democrats. That's no accident.",How Russia disrupting US election ( ),Russia 's war Ukraine key driver inflation turning voters Democrats . That 's accident .,English,https://finance.yahoo.com/news/how-russia-is-disrupting-the-us-election-again-140239565.html,https://serpapi.com/searches/634f4ecdada54b8d92a5aa49/images/5d0e81d17d60cd12aa8db999ba6ceb6cd5787eabac2439ef39eee813470e92f1.jpeg,Unknown,Unknown,True,GoogleNews," Russia's war in Ukraine is a key driver of inflation that is turning voters against Democrats . That's no accident. That's why they're turning voters against Democrats, says CNN.com's John Sutter . Sutter: War in Ukraine has been a key factor in the Democratic Party's success .","('inflation', 0.3933)"
