,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom
112,Yahoo Entertainment,2022-10-03,Russian court sets Brittney Griner appeal date for Oct. 25,"MOSCOW (AP) A Russian court on Monday set Oct. 25 as the date for American basketball star Brittney Griners appeal against her nine-year prison sentence for drug possession.
Griner, an eight-time al¡¦ [+2762 chars]",Russian court sets Brittney Griner appeal date Oct. 25,"MOSCOW ( AP ) A Russian court Monday set Oct. 25 date American basketball star Brittney Griners appeal nine-year prison sentence drug possession . Griner , eight-time al¡¦ [ +2762 chars ]",English,https://news.yahoo.com/russian-court-sets-griner-appeal-165939709.html,https://s.yimg.com/ny/api/res/1.2/ne7VFSdK2mU.RY9eBqziEQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04OTY-/https://media.zenfs.com/en/ap.org/d54a4b45149c8ef1ad15f0245d4211b1,Unknown,Unknown,TRUE,newsAPI
113,Reuters,2022-10-04,OPEC+ supply cuts loom over already tight oil market - Reuters,"LONDON/GENEVA, Oct 4 (Reuters) - OPEC+ producers look set to cut output when they meet on Wednesday, squeezing supply in an oil market that energy company executives and analysts say is already tight¡¦ [+3231 chars]",OPEC+ supply cuts loom already tight oil market - Reuters,"LONDON/GENEVA , Oct 4 ( Reuters ) - OPEC+ producers look set cut output meet Wednesday , squeezing supply oil market energy company executives analysts say already tight¡¦ [ +3231 chars ]",English,https://www.reuters.com/markets/commodities/opec-supply-cuts-loom-over-already-tight-oil-market-2022-10-04/,https://www.reuters.com/resizer/ReAgpdI3jjmYPCQZaq_Hibh8wrc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QPCWKHRXZBLFFBFVPUG2JNY35A.jpg,Unknown,Unknown,TRUE,newsAPI
114,Reuters,2022-10-04,"Europe may avoid gas disaster this winter, next could be worse, Trafigura executive says - Reuters","LONDON, Oct 4 (Reuters) - Europe may avoid a gas disaster this winter, thanks to signs of demand reduction and solid inventories, but next winter could be worse as the balance of gas will be much les¡¦ [+2578 chars]","Europe may avoid gas disaster winter , next could worse , Trafigura executive says - Reuters","LONDON , Oct 4 ( Reuters ) - Europe may avoid gas disaster winter , thanks signs demand reduction solid inventories , next winter could worse balance gas much les¡¦ [ +2578 chars ]",English,https://www.reuters.com/markets/europe/europe-may-avoid-gas-disaster-this-winter-next-could-be-worse-trafigura-exec-2022-10-04/,https://www.reuters.com/resizer/4mFzkUKXpvCog-SZG65c3DGm_OQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/RRT27RTOUVMBVOOQKVPGJE4AMM.jpg,Unknown,Unknown,TRUE,newsAPI
115,Reuters,2022-10-04,Egypt's private sector wheat imports stall due to dollar shortage - Reuters,"CAIRO, Oct 4 (Reuters) - The price of wheat and flour used to make unsubsidised bread has spiked in Egypt as importers struggle to pay for wheat stuck at ports amid a dollar shortage, traders and the¡¦ [+3192 chars]",Egypt 's private sector wheat imports stall due dollar shortage - Reuters,"CAIRO , Oct 4 ( Reuters ) - The price wheat flour used make unsubsidised bread spiked Egypt importers struggle pay wheat stuck ports amid dollar shortage , traders the¡¦ [ +3192 chars ]",English,https://www.reuters.com/markets/commodities/egypts-private-sector-wheat-imports-stall-due-dollar-shortage-2022-10-04/,https://www.reuters.com/resizer/Cy2Wydeygn3uCU0Beieda-NPfho=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/R4IQYRMJDVI2PJKXAAQK23B5Z4.jpg,Unknown,Unknown,TRUE,newsAPI
116,Reuters,2022-10-02,"Tired of gridlock, Bulgarians vote in 4th election in less than two years - Reuters","SOFIA, Oct 2 (Reuters) - Bulgarians vote in their fourth national election in less than two years on Sunday, with little hope for a stable government emerging because of deep division within the poli¡¦ [+2955 chars]","Tired gridlock , Bulgarians vote 4th election less two years - Reuters","SOFIA , Oct 2 ( Reuters ) - Bulgarians vote fourth national election less two years Sunday , little hope stable government emerging deep division within poli¡¦ [ +2955 chars ]",English,https://www.reuters.com/world/europe/tired-gridlock-bulgarians-vote-4th-election-less-than-two-years-2022-10-02/,https://www.reuters.com/resizer/0SKCWNXngENbVt7gHbn2Fe_nFvk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/SLEL3KW6OROYVKSHSA3T4SRJBM.jpg,Unknown,Unknown,TRUE,newsAPI
117,Yahoo Entertainment,2022-10-04,Ukraine-Russia war: the latest maps and key developments,"LONDON One month after their counteroffensive began, Ukrainian forces have gained significant ground following months of Russias advances in the south and east of the country.
The dramatic breakthro¡¦ [+2162 chars]",Ukraine-Russia war : latest maps key developments,"LONDON One month counteroffensive began , Ukrainian forces gained significant ground following months Russias advances south east country . The dramatic breakthro¡¦ [ +2162 chars ]",English,https://news.yahoo.com/ukraine-russia-war-maps-key-developments-185044211.html,https://s.yimg.com/ny/api/res/1.2/0gkFznZBkyBveRdkqflgnA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/os/creatr-uploaded-images/2022-10/989bd3e0-43ee-11ed-bfbf-995a2debbfb6,Unknown,Unknown,TRUE,newsAPI
118,Yahoo Entertainment,2022-10-03,Russia consulate in NYC vandalized with red paint,"Russia's first mobilisation since World War Two, declared by President Vladimir Putin on Sept. 21, has led to widespread discontent among officials and citizens over the way the draft has been handle¡¦ [+470 chars]",Russia consulate NYC vandalized red paint,"Russia 's first mobilisation since World War Two , declared President Vladimir Putin Sept. 21 , led widespread discontent among officials citizens way draft handle¡¦ [ +470 chars ]",English,https://news.yahoo.com/russia-consulate-nyc-vandalized-red-163156687.html,https://s.yimg.com/ny/api/res/1.2/lbL7G_vQDf7faGd9gdR1tQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/video.associatedpressfree.com/0345b8bc0e485f8f0a1d7cd921577fc7,Unknown,Unknown,TRUE,newsAPI
119,Vice News,2022-10-04,The Kremlin Really Loved Elon Musk's Plan to End the War in Ukraine by Ceding Territory,"A plan to end the war in Ukraine by ceding annexed territory to Russia floated by Elon Musk in a tweet is garnering praise straight from the Kremlin.?
On Tuesday, Russian state news agency IRA Novos¡¦ [+3928 chars]",The Kremlin Really Loved Elon Musk 's Plan End War Ukraine Ceding Territory,"A plan end war Ukraine ceding annexed territory Russia floated Elon Musk tweet garnering praise straight Kremlin . On Tuesday , Russian state news agency IRA Novos¡¦ [ +3928 chars ]",English,https://www.vice.com/en/article/5d3w7a/the-kremlin-really-loved-elon-musks-plan-to-end-the-war-in-ukraine-by-ceding-territory,https://video-images.vice.com/articles/633c5eb4edd9480094d0184c/lede/1664900848320-gettyimages-1395371342.jpeg?image-resize-opts=Y3JvcD0xeHc6MC44NjI3MzAwNjEzNDk2OTMyeGg7Y2VudGVyLGNlbnRlciZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio,Unknown,Unknown,TRUE,newsAPI
120,Reuters,2022-10-03,Russian factory activity expands at fastest rate in Sept since 2019 - PMI - Reuters,"MOSCOW, Oct 3 (Reuters) - Russian manufacturing activity grew at its fastest rate in 3-1/2 years in September, driven by rises in production, new orders and client demand, a business survey showed on¡¦ [+1708 chars]",Russian factory activity expands fastest rate Sept since 2019 - PMI - Reuters,"MOSCOW , Oct 3 ( Reuters ) - Russian manufacturing activity grew fastest rate 3-1/2 years September , driven rises production , new orders client demand , business survey showed on¡¦ [ +1708 chars ]",English,https://www.reuters.com/markets/europe/russian-factory-activity-expands-fastest-rate-sept-since-2019-pmi-2022-10-03/,https://www.reuters.com/resizer/-4JvanIJ9UAhHe6zzF1-tEe0weM=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LYMGSUGTJROZTHKHFFKTSTOECI.jpg,Unknown,Unknown,TRUE,newsAPI
121,Reuters,2022-10-04,Hungary aims to eliminate reliance on Russian gas by 2050 - minister - Reuters,"BUDAPEST, Oct 4 (Reuters) - Hungary, one of the European Union's most-reliant members on Russian energy, aims to eliminate Russian gas imports by 2050 by a large-scale electrification drive, Technolo¡¦ [+1791 chars]",Hungary aims eliminate reliance Russian gas 2050 - minister - Reuters,"BUDAPEST , Oct 4 ( Reuters ) - Hungary , one European Union 's most-reliant members Russian energy , aims eliminate Russian gas imports 2050 large-scale electrification drive , Technolo¡¦ [ +1791 chars ]",English,https://www.reuters.com/business/energy/hungary-aims-eliminate-reliance-russian-gas-by-2050-minister-2022-10-04/,https://www.reuters.com/resizer/2cdm8555SchTky4GPKNKKSur5xE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/IBD57OICINL37HGUW5CSSCI62Q.jpg,Unknown,Unknown,TRUE,newsAPI
122,Reuters,2022-10-04,U.S. pushing OPEC+ not to cut oil output -source - Reuters,"WASHINGTON, Oct 4 (Reuters) - The United States is pushing OPEC+ nations not to proceed with potential deep oil output cuts, a source familiar with the matter told Reuters, as President Joe Biden see¡¦ [+1749 chars]",U.S. pushing OPEC+ cut oil output -source - Reuters,"WASHINGTON , Oct 4 ( Reuters ) - The United States pushing OPEC+ nations proceed potential deep oil output cuts , source familiar matter told Reuters , President Joe Biden see¡¦ [ +1749 chars ]",English,https://www.reuters.com/business/energy/us-pushing-opec-not-cut-oil-output-source-2022-10-04/,https://www.reuters.com/resizer/i1W9Lbnm_JYnvj-pBcNj_SY5K90=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JLIVCPPK4ROZRFMSDKAREUTH6Y.jpg,Unknown,Unknown,TRUE,newsAPI
123,Reuters,2022-10-03,European shares kick off final quarter of 2022 on weak note - Reuters,"Oct 3 (Reuters) - European shares slid on Monday, as investors awaited factory activity data for clues on the health of the euro zone economy after a red-hot inflation report last week stoked expecta¡¦ [+1802 chars]",European shares kick final quarter 2022 weak note - Reuters,"Oct 3 ( Reuters ) - European shares slid Monday , investors awaited factory activity data clues health euro zone economy red-hot inflation report last week stoked expecta¡¦ [ +1802 chars ]",English,https://www.reuters.com/markets/europe/european-shares-kicks-off-final-quarter-2022-weak-note-2022-10-03/,https://www.reuters.com/resizer/KV7GYOv4p_b05DguE8suY_PK4Ik=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JKGDESFPUFJCHFSOJQGRNZ2MRU.jpg,Unknown,Unknown,TRUE,newsAPI
124,Reuters,2022-10-03,Major Gulf markets mixed in early trade; Saudi extends gains - Reuters,"Oct 3 (Reuters) - Major stock markets in the Gulf were mixed in early trade on Monday, ahead of OPEC+'s monthly meet this week, with the Saudi index on course to extend gains for a fourth session.
T¡¦ [+1522 chars]",Major Gulf markets mixed early trade ; Saudi extends gains - Reuters,"Oct 3 ( Reuters ) - Major stock markets Gulf mixed early trade Monday , ahead OPEC+ 's monthly meet week , Saudi index course extend gains fourth session . T¡¦ [ +1522 chars ]",English,https://www.reuters.com/world/middle-east/major-gulf-markets-mixed-early-trade-saudi-extends-gains-2022-10-03/,https://www.reuters.com/resizer/MyQoXqb9dWpL6iKgAwg0WFlRbOo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/FY4LMVEFAZMQTGMQWUH7KNJFGE.jpg,Unknown,Unknown,TRUE,newsAPI
125,The Guardian,2022-10-03,Danger in every step: the ¡®chaotic and complex¡¯ work of Ukraine¡¯s de-miners,"In the forest bordering the village of Zalissia, north-east of Ukraines capital, Kyiv, a yellow painted wooden stake has been driven in the sandy ground next to a tree trunk shredded by a mine.
A lo¡¦ [+7758 chars]",Danger every step : ¡® chaotic complex ¡¯ work Ukraine ¡¯ de-miners,"In forest bordering village Zalissia , north-east Ukraines capital , Kyiv , yellow painted wooden stake driven sandy ground next tree trunk shredded mine . A lo¡¦ [ +7758 chars ]",English,https://amp.theguardian.com/world/2022/oct/03/ukraine-de-miners-russia-war,https://i.guim.co.uk/img/media/5ce709db95e046c274f7610b4b15fe0d2136375d/0_169_5786_3473/master/5786.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=56fa0dabcc8250d0f0f83b07fc64093e,Unknown,Unknown,TRUE,newsAPI
126,The Guardian,2022-10-04,Ukraine to bid for 2030 men¡¯s football World Cup with Spain and Portugal,"Ukraine will join Spains and Portugals bid to co-host the 2030 World Cup in a move sanctioned by the countrys president, Volodymyr Zelenskiy.
Confirmation of the partnership is expected at a news co¡¦ [+1544 chars]",Ukraine bid 2030 men ¡¯ football World Cup Spain Portugal,"Ukraine join Spains Portugals bid co-host 2030 World Cup move sanctioned countrys president , Volodymyr Zelenskiy . Confirmation partnership expected news co¡¦ [ +1544 chars ]",English,https://amp.theguardian.com/football/2022/oct/04/ukraine-to-bid-for-2030-mens-football-world-cup-with-spain-and-portugal,https://i.guim.co.uk/img/media/c6be23f9465cccfd88e694f72980f7b4f750c404/0_236_3543_2126/master/3543.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=3a442193f98db6300c68d3c9fb823a48,Unknown,Unknown,TRUE,newsAPI
127,The Guardian,2022-10-04,¡®What was it all for?¡¯: recaptured Lyman left shattered by Russian occupation,"In the shattered streets of Lyman, a Ukrainian city that has lived through the Russian invasion, months of occupation and last weeks brutal battle to liberate it, evidence of the chaotic and bloody R¡¦ [+7446 chars]",¡® What ? ¡¯ : recaptured Lyman left shattered Russian occupation,"In shattered streets Lyman , Ukrainian city lived Russian invasion , months occupation last weeks brutal battle liberate , evidence chaotic bloody R¡¦ [ +7446 chars ]",English,https://www.theguardian.com/world/2022/oct/04/recaptured-lyman-left-shattered-russian-occupation-ukraine,https://i.guim.co.uk/img/media/ebb69b7ec1204ed72113f0cbf43f9a62bf57c4c1/0_576_8640_5184/master/8640.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=5e449cbfb8e9cf049e210a1f2b24c62a,Unknown,Unknown,TRUE,newsAPI
128,The Guardian,2022-10-02,The Russian people can¡¯t throw off their tsarist yoke | Letters,"Peter Pomerantsev identifies the weaknesses of Vladimir Putins position but I fear he overstates the extent to which the Russian people will, indeed will be able to, push back against him (The nuclea¡¦ [+6508 chars]",The Russian people ¡¯ throw tsarist yoke | Letters,"Peter Pomerantsev identifies weaknesses Vladimir Putins position I fear overstates extent Russian people , indeed able , push back ( The nuclea¡¦ [ +6508 chars ]",English,https://amp.theguardian.com/theobserver/commentisfree/2022/oct/02/letters-russian-people-cant-throw-off-tsarist-yoke,https://i.guim.co.uk/img/media/09378a66a192d75405adc42e5e8a0391cc8f874c/0_182_5472_3283/master/5472.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tZGVmYXVsdC5wbmc&enable=upscale&s=e85c34ffa41df8dc2716548f0e4e748b,Unknown,Unknown,TRUE,newsAPI
129,NPR,2022-10-03,The Nord Stream leaks are a wake-up call for countries with vulnerable pipelines,"The Karsto gas processing plant in the municipality of Tysv©¡r, Norway which said it will increase security around its oil installations after the Nord Stream pipeline leaks.
Cornelius Poppe/NTB/AFP ¡¦ [+4219 chars]",The Nord Stream leaks wake-up call countries vulnerable pipelines,"The Karsto gas processing plant municipality Tysv©¡r , Norway said increase security around oil installations Nord Stream pipeline leaks . Cornelius Poppe/NTB/AFP ¡¦ [ +4219 chars ]",English,https://www.npr.org/2022/10/03/1126517181/nord-stream-pipeline-leaks-protecting-critical-infrastructure,https://media.npr.org/assets/img/2022/10/03/gettyimages-1243587207-edit_wide-1816e7d25b584c7150a3067d65dc1a5972051afa-s1400-c100.jpg,Unknown,Unknown,TRUE,newsAPI
130,Business Insider,2022-10-04,Taiwan is looking for a way to defend its leaders from 'decapitation' as China's military veers closer to the island,"A ""decapitation"" attack on political and military leaders at the outset of a conflict is a nightmare for national governments.
During the Cold War, the US and the Soviet Union feared a nuclear first¡¦ [+4874 chars]",Taiwan looking way defend leaders 'decapitation ' China 's military veers closer island,"A `` decapitation '' attack political military leaders outset conflict nightmare national governments . During Cold War , US Soviet Union feared nuclear first¡¦ [ +4874 chars ]",English,https://www.businessinsider.com/taiwan-looks-to-defend-against-decapitation-attack-amid-china-tensions-2022-10,https://i.insider.com/633c2e7f4d423e0018203474?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
131,Business Insider,2022-10-04,"Russian occupation forces apparently executed an elderly Ukrainian man who relatives say was just out collecting pinecones, watchdog reports","Russian occupation forces appear to have executed an elderly man and his son-in-law while they were out collecting pinecones near their village, leaving their rotting bodies in a forest where they we¡¦ [+2762 chars]","Russian occupation forces apparently executed elderly Ukrainian man relatives say collecting pinecones , watchdog reports","Russian occupation forces appear executed elderly man son-in-law collecting pinecones near village , leaving rotting bodies forest we¡¦ [ +2762 chars ]",English,https://www.businessinsider.com/russian-forces-executed-ukrainian-man-who-was-collecting-pinecones-2022-10,https://i.insider.com/633c5a324d423e0018204051?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
132,Reuters,2022-10-04,Exclusive: White House rules out ban on natural gas exports this winter - Reuters,"WASHINGTON, Oct 4 (Reuters) - The White House has ruled out any ban or curbs on natural-gas exports this winter, in a bid to help alleviate energy shortages in Europe, according to two people directl¡¦ [+5619 chars]",Exclusive : White House rules ban natural gas exports winter - Reuters,"WASHINGTON , Oct 4 ( Reuters ) - The White House ruled ban curbs natural-gas exports winter , bid help alleviate energy shortages Europe , according two people directl¡¦ [ +5619 chars ]",English,https://www.reuters.com/business/energy/exclusive-white-house-rules-out-ban-natural-gas-exports-this-winter-2022-10-04/,https://www.reuters.com/resizer/SgxheiGyL24e-LzUYpk8dcoGIjw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/GB6Z32G3BJOVLMFPMENTTBROMQ.jpg,Unknown,Unknown,TRUE,newsAPI
133,Reuters,2022-10-04,Column: Australia sees longer commodity boost from Russia's Ukraine war - Reuters,"LAUNCESTON, Australia, Oct 4 (Reuters) - Australia expects a boost to its commodity export earnings caused by Russia's invasion of Ukraine to last into 2024, upping its forecasts for both the current¡¦ [+4598 chars]",Column : Australia sees longer commodity boost Russia 's Ukraine war - Reuters,"LAUNCESTON , Australia , Oct 4 ( Reuters ) - Australia expects boost commodity export earnings caused Russia 's invasion Ukraine last 2024 , upping forecasts current¡¦ [ +4598 chars ]",English,https://www.reuters.com/markets/europe/australia-sees-longer-commodity-boost-russias-ukraine-war-2022-10-04/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=114,Unknown,Unknown,TRUE,newsAPI
134,Business Insider,2022-10-03,Oil jumps 3% after OPEC+ mulls cutting its output by more than 1 million barrels a day,"Oil prices jumped more than 3% on Monday after OPEC+ said it was planning to cut production?by more than 1 million barrels a day.?
Members of the Organization of Petroleum Exporting Countries and th¡¦ [+1700 chars]",Oil jumps 3 % OPEC+ mulls cutting output 1 million barrels day,Oil prices jumped 3 % Monday OPEC+ said planning cut production 1 million barrels day . Members Organization Petroleum Exporting Countries th¡¦ [ +1700 chars ],English,https://markets.businessinsider.com/news/commodities/oil-jumps-3-opec-mulls-output-cut-million-barrels-day-2022-10,https://i.insider.com/62a05fd4323242001878409c?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
135,Business Insider,2022-10-04,"A French town is spending $6,000 on warm jackets for hundreds of kids as temperatures fall in classrooms amid energy crisis, report says","A town in France is investing $6,000 in jackets for hundreds of schoolchildren because the classroom temperature has plummeted amid the energy crisis.
The mayor of P?riers, a small town in the north¡¦ [+1721 chars]","A French town spending $ 6,000 warm jackets hundreds kids temperatures fall classrooms amid energy crisis , report says","A town France investing $ 6,000 jackets hundreds schoolchildren classroom temperature plummeted amid energy crisis . The mayor P?riers , small town north¡¦ [ +1721 chars ]",English,https://www.businessinsider.com/energy-crisis-europe-france-jackets-school-children-heating-cold-report-2022-10,https://i.insider.com/633bffc74d423e00182031fc?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
136,Reuters,2022-10-04,Bahrain pulls out of U.N. human rights body election after criticism - Reuters,"GENEVA, Oct 4 (Reuters) - Bahrain will no longer run in an election to the U.N.'s top human rights body later this month, a U.N. website showed, after critics drew attention to alleged human rights v¡¦ [+2184 chars]",Bahrain pulls U.N. human rights body election criticism - Reuters,"GENEVA , Oct 4 ( Reuters ) - Bahrain longer run election U.N. 's top human rights body later month , U.N. website showed , critics drew attention alleged human rights v¡¦ [ +2184 chars ]",English,https://www.reuters.com/world/middle-east/bahrain-pulls-out-un-human-rights-body-election-after-criticism-2022-10-04/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=114,Unknown,Unknown,TRUE,newsAPI
137,Reuters,2022-10-03,Global gas markets to remain tight next year amid supply squeeze-IEA - Reuters,"LONDON, Oct 3 (Reuters) - Global gas markets are expected to remain tight next year as Russian pipeline gas supplies dwindle and gas demand falls in Europe in response to energy saving measures and h¡¦ [+2412 chars]",Global gas markets remain tight next year amid supply squeeze-IEA - Reuters,"LONDON , Oct 3 ( Reuters ) - Global gas markets expected remain tight next year Russian pipeline gas supplies dwindle gas demand falls Europe response energy saving measures h¡¦ [ +2412 chars ]",English,https://www.reuters.com/business/energy/global-gas-markets-remain-tight-next-year-amid-supply-squeeze-iea-2022-10-03/,https://www.reuters.com/resizer/KSlz1qgCQG-GG9PyC2-4zPD41u0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/X66HOB5E7RNEPDUKY76MLNM2EU.jpg,Unknown,Unknown,TRUE,newsAPI
138,Reuters,2022-10-04,Kerry: Western ministers dodged 'family photo' with Russian envoy at climate talks - Reuters,"KINSHASA, Oct 4 (Reuters) - U.S. climate envoy John Kerry said on Tuesday some Western ministers avoided a so-called family photo of participants at climate talks in Kinshasa because they were uncomf¡¦ [+2404 chars]",Kerry : Western ministers dodged 'family photo ' Russian envoy climate talks - Reuters,"KINSHASA , Oct 4 ( Reuters ) - U.S. climate envoy John Kerry said Tuesday Western ministers avoided so-called family photo participants climate talks Kinshasa uncomf¡¦ [ +2404 chars ]",English,https://www.reuters.com/world/kerry-western-ministers-dodged-family-photo-with-russian-envoy-climate-talks-2022-10-04/,https://www.reuters.com/resizer/9-TwDZXfC7196mwChz5U6Bj_-ns=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/CDIAW2FD5JLURNBVS622ANVRWQ.jpg,Unknown,Unknown,TRUE,newsAPI
139,Reuters,2022-10-04,"U.S. inspections of China corporate audits at 'very early stage,' PwC says - Reuters","LONDON, Oct 4 (Reuters) - U.S. regulatory inspections of audits of Chinese companies listed in the United States have begun and it could be months before the conclusions are known, PwC Global Chairma¡¦ [+1911 chars]","U.S. inspections China corporate audits 'very early stage , ' PwC says - Reuters","LONDON , Oct 4 ( Reuters ) - U.S. regulatory inspections audits Chinese companies listed United States begun could months conclusions known , PwC Global Chairma¡¦ [ +1911 chars ]",English,https://www.reuters.com/markets/us-inspections-china-corporate-audits-very-early-stage-pwc-says-2022-10-04/,https://www.reuters.com/resizer/lz7W348JUTYOD7KUiuRiRcRlJ-U=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/IBDV562VQ5LVLDWES7JISDQ2WQ.jpg,Unknown,Unknown,TRUE,newsAPI
140,The Guardian,2022-10-02,Body of aid volunteer Paul Urey returned from Ukraine to UK,"The body of Paul Urey, a British aid volunteer who died after being captured by Russian fighters in Ukraine, has been returned to the UK.
Family members of the Warrington man raised ?9,000 to repatr¡¦ [+2316 chars]",Body aid volunteer Paul Urey returned Ukraine UK,"The body Paul Urey , British aid volunteer died captured Russian fighters Ukraine , returned UK . Family members Warrington man raised ?9,000 repatr¡¦ [ +2316 chars ]",English,https://amp.theguardian.com/world/2022/oct/02/body-of-aid-volunteer-paul-urey-returned-from-ukraine-to-uk,https://i.guim.co.uk/img/media/9173e0dde2e06bca13c1ffd0922ccc9abd05780c/0_686_1809_1084/master/1809.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=7aee6aa623037ced109237c9a9b5ea64,Unknown,Unknown,TRUE,newsAPI
141,The Guardian,2022-10-04,Ugandan president fires son from military role after ¡®capture Nairobi¡¯ tweet,"The Ugandan president, Yoweri Museveni, has fired his son as commander of the countrys infantry forces after the son tweeted an unprovoked threat to capture the capital of neighbouring Kenya, drawing¡¦ [+2506 chars]",Ugandan president fires son military role ¡® capture Nairobi ¡¯ tweet,"The Ugandan president , Yoweri Museveni , fired son commander countrys infantry forces son tweeted unprovoked threat capture capital neighbouring Kenya , drawing¡¦ [ +2506 chars ]",English,https://www.theguardian.com/world/2022/oct/04/ugandan-president-fires-son-military-role-capture-nairobi-tweet,https://i.guim.co.uk/img/media/61fc2ec4e9d71698e84028377216c7e01f2201bf/115_185_1462_877/master/1462.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=56c1bddf824c966395c7682a128bee99,Unknown,Unknown,TRUE,newsAPI
142,BBC News,2022-10-04,Ukraine war: The families who made it through the new Iron Curtain,"Moscow's move to annex parts of Ukraine has sent a new Iron Curtain down across a vast swathe of territory - cutting off an unknown number of people from their own country.
Until 1 October, Ukrainia¡¦ [+5577 chars]",Ukraine war : The families made new Iron Curtain,"Moscow 's move annex parts Ukraine sent new Iron Curtain across vast swathe territory - cutting unknown number people country . Until 1 October , Ukrainia¡¦ [ +5577 chars ]",English,https://www.bbc.co.uk/news/world-europe-63137511,https://ichef.bbci.co.uk/news/1024/branded_news/2221/production/_126973780_maksymfamilypic.png,Unknown,Unknown,TRUE,newsAPI
143,Business Insider,2022-10-02,Russian neo-Nazi militia fighting in Ukraine advocates the murder and torture of POWs: report,"A pro-Kremlin, neo-Nazi militia group is advocating for the murder and torture of Ukrainian prisoners of war, according to The Guardian.
The ""Task Force Rusich,"" which has been linked to the infamou¡¦ [+2468 chars]",Russian neo-Nazi militia fighting Ukraine advocates murder torture POWs : report,"A pro-Kremlin , neo-Nazi militia group advocating murder torture Ukrainian prisoners war , according The Guardian . The `` Task Force Rusich , '' linked infamou¡¦ [ +2468 chars ]",English,https://www.businessinsider.com/pro-kremlin-nazi-militia-backs-torture-murder-ukrainian-pows-report-2022-10,https://i.insider.com/633980286427060019eeffa7?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
